account,date,fraud,merchant
A346,04/01/2015,FALSE,M33
A347,04/01/2015,FALSE,M47
A347,04/01/2015,FALSE,M59
A347,04/01/2015,FALSE,M64
A347,04/01/2015,FALSE,M17
A347,04/01/2015,FALSE,M21
A347,04/01/2015,FALSE,M77
A347,04/01/2015,FALSE,M30
A348,04/01/2015,FALSE,M70
A348,04/01/2015,FALSE,M44
A348,04/01/2015,FALSE,M50
A348,04/01/2015,FALSE,M92
A349,04/01/2015,FALSE,M77
A349,04/01/2015,FALSE,M21
A349,04/01/2015,FALSE,M66
A350,04/01/2015,FALSE,M81
A350,04/01/2015,FALSE,M80
A351,04/01/2015,FALSE,M89
A351,04/01/2015,FALSE,M15
A352,04/01/2015,FALSE,M82
A352,04/01/2015,FALSE,M93
A353,04/01/2015,FALSE,M8
A353,04/01/2015,FALSE,M91
A353,04/01/2015,FALSE,M28
A353,04/01/2015,FALSE,M76
A354,04/01/2015,FALSE,M44
A354,04/01/2015,FALSE,M49
A354,04/01/2015,FALSE,M84
A355,04/01/2015,FALSE,M96
A355,04/01/2015,FALSE,M81
A356,04/01/2015,FALSE,M79
A356,04/01/2015,FALSE,M71
A357,04/01/2015,FALSE,M74
A357,04/01/2015,FALSE,M62
A357,04/01/2015,FALSE,M63
A357,04/01/2015,FALSE,M90
A357,04/01/2015,FALSE,M76
A357,04/01/2015,FALSE,M88
A358,04/01/2015,FALSE,M0
A358,04/01/2015,FALSE,M27
A358,04/01/2015,FALSE,M52
A359,04/01/2015,FALSE,M67
A359,04/01/2015,FALSE,M14
A360,04/01/2015,FALSE,M28
A360,04/01/2015,FALSE,M25
A360,04/01/2015,FALSE,M51
A360,04/01/2015,FALSE,M47
A360,04/01/2015,FALSE,M40
A360,04/01/2015,FALSE,M8
A360,04/01/2015,FALSE,M10
A361,04/01/2015,FALSE,M31
A361,04/01/2015,FALSE,M67
A361,04/01/2015,FALSE,M75
A363,04/01/2015,FALSE,M89
A363,04/01/2015,FALSE,M41
A364,04/01/2015,FALSE,M68
A364,04/01/2015,FALSE,M37
A365,04/01/2015,FALSE,M50
A365,04/01/2015,FALSE,M67
A365,04/01/2015,FALSE,M42
A366,04/01/2015,FALSE,M90
A366,04/01/2015,FALSE,M32
A366,04/01/2015,FALSE,M79
A366,04/01/2015,FALSE,M74
A366,04/01/2015,FALSE,M36
A367,04/01/2015,TRUE,M33
A367,04/01/2015,FALSE,M37
A367,04/01/2015,FALSE,M78
A367,04/01/2015,FALSE,M13
A367,04/01/2015,FALSE,M9
A368,04/01/2015,FALSE,M47
A368,04/01/2015,FALSE,M39
A368,04/01/2015,FALSE,M38
A368,04/01/2015,FALSE,M2
A368,04/01/2015,FALSE,M97
A369,04/01/2015,FALSE,M88
A369,04/01/2015,FALSE,M24
A370,04/01/2015,FALSE,M91
A370,04/01/2015,FALSE,M7
A370,04/01/2015,FALSE,M96
A370,04/01/2015,FALSE,M41
A371,04/01/2015,FALSE,M23
A371,04/01/2015,FALSE,M51
A372,04/01/2015,FALSE,M16
A372,04/01/2015,FALSE,M88
A372,04/01/2015,FALSE,M42
A373,04/01/2015,FALSE,M54
A374,04/01/2015,FALSE,M81
A374,04/01/2015,FALSE,M88
A374,04/01/2015,FALSE,M73
A375,04/01/2015,FALSE,M54
A375,04/01/2015,FALSE,M88
A375,04/01/2015,FALSE,M82
A375,04/01/2015,FALSE,M48
A376,04/01/2015,FALSE,M97
A377,04/01/2015,FALSE,M4
A377,04/01/2015,FALSE,M60
A377,04/01/2015,FALSE,M14
A377,04/01/2015,FALSE,M20
A377,04/01/2015,FALSE,M10
A377,04/01/2015,FALSE,M34
A378,04/01/2015,FALSE,M72
A378,04/01/2015,FALSE,M28
A378,04/01/2015,FALSE,M88
A378,04/01/2015,FALSE,M96
A379,04/01/2015,FALSE,M78
A379,04/01/2015,FALSE,M66
A379,04/01/2015,FALSE,M49
A379,04/01/2015,FALSE,M0
A379,04/01/2015,FALSE,M23
A379,04/01/2015,FALSE,M84
A380,04/01/2015,FALSE,M62
A381,04/01/2015,FALSE,M31
A381,04/01/2015,FALSE,M98
A382,04/01/2015,FALSE,M99
A382,04/01/2015,FALSE,M6
A383,04/01/2015,FALSE,M7
A383,04/01/2015,FALSE,M51
A384,04/01/2015,FALSE,M27
A384,04/01/2015,FALSE,M95
A384,04/01/2015,FALSE,M94
A384,04/01/2015,FALSE,M21
A385,04/01/2015,FALSE,M70
A385,04/01/2015,FALSE,M25
A385,04/01/2015,FALSE,M74
A385,04/01/2015,FALSE,M47
A386,04/01/2015,FALSE,M36
A386,04/01/2015,FALSE,M68
A386,04/01/2015,FALSE,M91
A387,04/01/2015,FALSE,M93
A387,04/01/2015,FALSE,M49
A388,04/01/2015,FALSE,M62
A388,04/01/2015,FALSE,M40
A388,04/01/2015,FALSE,M65
A388,04/01/2015,FALSE,M36
A390,04/01/2015,FALSE,M66
A390,04/01/2015,FALSE,M84
A390,04/01/2015,FALSE,M15
A391,04/01/2015,FALSE,M91
A391,04/01/2015,FALSE,M15
A392,04/01/2015,FALSE,M70
A392,04/01/2015,FALSE,M67
A392,04/01/2015,FALSE,M95
A392,04/01/2015,FALSE,M66
A394,04/01/2015,FALSE,M61
A394,04/01/2015,FALSE,M12
A394,04/01/2015,FALSE,M60
A395,04/01/2015,FALSE,M86
A396,04/01/2015,FALSE,M86
A396,04/01/2015,FALSE,M19
A396,04/01/2015,FALSE,M9
A396,04/01/2015,FALSE,M28
A397,04/01/2015,FALSE,M29
A397,04/01/2015,TRUE,M31
A397,04/01/2015,FALSE,M3
A397,04/01/2015,FALSE,M16
A398,04/01/2015,FALSE,M80
A398,04/01/2015,FALSE,M46
A398,04/01/2015,FALSE,M10
A398,04/01/2015,FALSE,M14
A399,04/01/2015,FALSE,M47
A400,04/01/2015,FALSE,M54
A401,04/01/2015,FALSE,M27
A401,04/01/2015,FALSE,M36
A401,04/01/2015,FALSE,M42
A401,04/01/2015,FALSE,M41
A402,04/01/2015,FALSE,M62
A402,04/01/2015,FALSE,M95
A402,04/01/2015,FALSE,M49
A402,04/01/2015,FALSE,M44
A403,04/01/2015,FALSE,M75
A403,04/01/2015,FALSE,M68
A404,04/01/2015,FALSE,M24
A404,04/01/2015,FALSE,M47
A405,04/01/2015,FALSE,M39
A405,04/01/2015,FALSE,M20
A407,04/01/2015,FALSE,M93
A407,04/01/2015,FALSE,M68
A407,04/01/2015,FALSE,M59
A407,04/01/2015,FALSE,M26
A408,04/01/2015,FALSE,M73
A408,04/01/2015,FALSE,M33
A408,04/01/2015,FALSE,M31
A408,04/01/2015,FALSE,M43
A408,04/01/2015,FALSE,M61
A409,04/01/2015,FALSE,M9
A409,04/01/2015,FALSE,M29
A409,04/01/2015,FALSE,M34
A409,04/01/2015,FALSE,M26
A409,04/01/2015,FALSE,M35
A410,04/01/2015,FALSE,M60
A410,04/01/2015,FALSE,M87
A410,04/01/2015,FALSE,M9
A411,04/01/2015,FALSE,M66
A411,04/01/2015,FALSE,M94
A411,04/01/2015,FALSE,M37
A411,04/01/2015,FALSE,M87
A411,04/01/2015,FALSE,M56
A412,04/01/2015,FALSE,M1
A412,04/01/2015,FALSE,M43
A412,04/01/2015,FALSE,M58
A413,04/01/2015,FALSE,M68
A413,04/01/2015,FALSE,M32
A413,04/01/2015,FALSE,M46
A413,04/01/2015,FALSE,M30
A413,04/01/2015,FALSE,M78
A413,04/01/2015,FALSE,M71
A413,04/01/2015,FALSE,M41
A413,04/01/2015,FALSE,M82
A414,04/01/2015,FALSE,M29
A414,04/01/2015,FALSE,M62
A414,04/01/2015,FALSE,M79
A414,04/01/2015,FALSE,M19
A415,04/01/2015,FALSE,M96
A415,04/01/2015,FALSE,M21
A415,04/01/2015,FALSE,M2
A415,04/01/2015,FALSE,M81
A416,04/01/2015,FALSE,M15
A416,04/01/2015,FALSE,M80
A416,04/01/2015,FALSE,M18
A416,04/01/2015,FALSE,M74
A417,04/01/2015,FALSE,M42
A417,04/01/2015,FALSE,M83
A417,04/01/2015,FALSE,M97
A417,04/01/2015,FALSE,M58
A418,04/01/2015,FALSE,M50
A419,04/01/2015,FALSE,M17
A419,04/01/2015,FALSE,M0
A419,04/01/2015,FALSE,M80
A420,04/01/2015,FALSE,M15
A420,04/01/2015,FALSE,M57
A420,04/01/2015,FALSE,M18
A420,04/01/2015,FALSE,M35
A420,04/01/2015,FALSE,M37
A421,04/01/2015,FALSE,M62
A421,04/01/2015,FALSE,M58
A422,04/01/2015,FALSE,M51
A422,04/01/2015,FALSE,M77
A422,04/01/2015,FALSE,M34
A423,04/01/2015,FALSE,M49
A423,04/01/2015,FALSE,M14
A425,04/01/2015,FALSE,M39
A425,04/01/2015,FALSE,M7
A425,04/01/2015,FALSE,M12
A425,04/01/2015,FALSE,M98
A425,04/01/2015,FALSE,M1
A425,04/01/2015,FALSE,M78
A426,04/01/2015,FALSE,M35
A427,04/01/2015,FALSE,M52
A427,04/01/2015,FALSE,M84
A427,04/01/2015,FALSE,M80
A428,04/01/2015,FALSE,M46
A428,04/01/2015,FALSE,M18
A428,04/01/2015,FALSE,M81
A429,04/01/2015,FALSE,M97
A430,04/01/2015,FALSE,M21
A431,04/01/2015,FALSE,M63
A431,04/01/2015,FALSE,M78
A431,04/01/2015,FALSE,M1
A431,04/01/2015,FALSE,M71
A432,04/01/2015,FALSE,M32
A432,04/01/2015,FALSE,M65
A432,04/01/2015,FALSE,M70
A433,04/01/2015,FALSE,M38
A433,04/01/2015,FALSE,M98
A433,04/01/2015,FALSE,M56
A433,04/01/2015,FALSE,M2
A433,04/01/2015,FALSE,M22
A434,04/01/2015,FALSE,M2
A434,04/01/2015,FALSE,M14
A434,04/01/2015,FALSE,M84
A434,04/01/2015,FALSE,M33
A434,04/01/2015,FALSE,M93
A436,04/01/2015,FALSE,M62
A437,04/01/2015,FALSE,M97
A437,04/01/2015,FALSE,M80
A438,04/01/2015,FALSE,M20
A438,04/01/2015,FALSE,M47
A438,04/01/2015,FALSE,M48
A439,04/01/2015,FALSE,M35
A439,04/01/2015,FALSE,M22
A439,04/01/2015,FALSE,M48
A440,04/01/2015,FALSE,M19
A440,04/01/2015,FALSE,M59
A440,04/01/2015,FALSE,M60
A440,04/01/2015,FALSE,M64
A440,04/01/2015,FALSE,M24
A440,04/01/2015,FALSE,M20
A440,04/01/2015,FALSE,M12
A441,04/01/2015,FALSE,M23
A441,04/01/2015,FALSE,M12
A441,04/01/2015,FALSE,M25
A441,04/01/2015,FALSE,M9
A441,04/01/2015,FALSE,M18
A442,04/01/2015,FALSE,M47
A442,04/01/2015,FALSE,M63
A442,04/01/2015,FALSE,M8
A442,04/01/2015,FALSE,M60
A443,04/01/2015,FALSE,M12
A443,04/01/2015,FALSE,M64
A443,04/01/2015,FALSE,M77
A444,04/01/2015,FALSE,M77
A444,04/01/2015,FALSE,M66
A444,04/01/2015,FALSE,M79
A444,04/01/2015,FALSE,M41
A444,04/01/2015,FALSE,M19
A444,04/01/2015,FALSE,M45
A444,04/01/2015,FALSE,M87
A445,04/01/2015,FALSE,M86
A445,04/01/2015,FALSE,M84
A445,04/01/2015,FALSE,M35
A446,04/01/2015,FALSE,M16
A446,04/01/2015,FALSE,M50
A447,04/01/2015,FALSE,M19
A447,04/01/2015,FALSE,M89
A448,04/01/2015,FALSE,M48
A448,04/01/2015,FALSE,M3
A449,04/01/2015,FALSE,M46
A449,04/01/2015,FALSE,M82
A449,04/01/2015,FALSE,M39
A450,04/01/2015,FALSE,M31
A450,04/01/2015,FALSE,M4
A450,04/01/2015,FALSE,M10
A451,04/01/2015,FALSE,M40
A451,04/01/2015,FALSE,M39
A452,04/01/2015,FALSE,M83
A452,04/01/2015,FALSE,M7
A452,04/01/2015,FALSE,M63
A453,04/01/2015,FALSE,M74
A454,04/01/2015,FALSE,M67
A454,04/01/2015,FALSE,M15
A454,04/01/2015,FALSE,M57
A454,04/01/2015,FALSE,M54
A455,04/01/2015,FALSE,M46
A455,04/01/2015,FALSE,M8
A456,04/01/2015,FALSE,M13
A456,04/01/2015,FALSE,M94
A457,04/01/2015,FALSE,M26
A457,04/01/2015,FALSE,M50
A458,04/01/2015,FALSE,M73
A458,04/01/2015,FALSE,M77
A458,04/01/2015,FALSE,M98
A458,04/01/2015,FALSE,M39
A458,04/01/2015,FALSE,M9
A458,04/01/2015,FALSE,M9
A458,04/01/2015,FALSE,M85
A459,04/01/2015,FALSE,M39
A460,04/01/2015,FALSE,M30
A460,04/01/2015,FALSE,M30
A460,04/01/2015,FALSE,M54
A460,04/01/2015,FALSE,M38
A461,04/01/2015,FALSE,M90
A463,04/01/2015,FALSE,M25
A463,04/01/2015,FALSE,M16
A463,04/01/2015,FALSE,M84
A463,04/01/2015,FALSE,M56
A463,04/01/2015,FALSE,M31
A464,04/01/2015,FALSE,M10
A464,04/01/2015,FALSE,M77
A464,04/01/2015,FALSE,M15
A464,04/01/2015,FALSE,M32
A465,04/01/2015,FALSE,M72
A465,04/01/2015,FALSE,M75
A465,04/01/2015,FALSE,M16
A466,04/01/2015,FALSE,M87
A466,04/01/2015,FALSE,M79
A466,04/01/2015,FALSE,M3
A466,04/01/2015,FALSE,M30
A466,04/01/2015,FALSE,M65
A467,04/01/2015,FALSE,M16
A467,04/01/2015,FALSE,M65
A467,04/01/2015,FALSE,M36
A467,04/01/2015,FALSE,M71
A467,04/01/2015,FALSE,M89
A468,04/01/2015,FALSE,M73
A468,04/01/2015,FALSE,M60
A468,04/01/2015,FALSE,M32
A468,04/01/2015,FALSE,M88
A469,04/01/2015,FALSE,M49
A469,04/01/2015,FALSE,M8
A469,04/01/2015,FALSE,M9
A469,04/01/2015,FALSE,M11
A470,04/01/2015,FALSE,M6
A470,04/01/2015,FALSE,M53
A471,04/01/2015,FALSE,M18
A471,04/01/2015,FALSE,M10
A471,04/01/2015,FALSE,M58
A472,04/01/2015,FALSE,M87
A472,04/01/2015,FALSE,M19
A472,04/01/2015,FALSE,M67
A472,04/01/2015,FALSE,M87
A473,04/01/2015,FALSE,M17
A474,04/01/2015,FALSE,M2
A474,04/01/2015,FALSE,M50
A474,04/01/2015,FALSE,M53
A474,04/01/2015,FALSE,M16
A475,04/01/2015,FALSE,M51
A475,04/01/2015,FALSE,M57
A475,04/01/2015,FALSE,M16
A476,04/01/2015,FALSE,M85
A476,04/01/2015,FALSE,M30
A476,04/01/2015,FALSE,M53
A476,04/01/2015,FALSE,M22
A476,04/01/2015,FALSE,M35
A476,04/01/2015,FALSE,M22
A477,04/01/2015,FALSE,M97
A477,04/01/2015,FALSE,M19
A477,04/01/2015,FALSE,M10
A478,04/01/2015,FALSE,M28
A479,04/01/2015,FALSE,M81
A479,04/01/2015,FALSE,M42
A479,04/01/2015,FALSE,M32
A480,04/01/2015,FALSE,M37
A480,04/01/2015,FALSE,M50
A481,04/01/2015,FALSE,M24
A481,04/01/2015,FALSE,M11
A481,04/01/2015,FALSE,M67
A482,04/01/2015,FALSE,M4
A482,04/01/2015,FALSE,M79
A482,04/01/2015,FALSE,M98
A482,04/01/2015,FALSE,M96
A483,04/01/2015,FALSE,M78
A483,04/01/2015,FALSE,M37
A483,04/01/2015,FALSE,M69
A483,04/01/2015,FALSE,M11
A483,04/01/2015,FALSE,M2
A483,04/01/2015,FALSE,M4
A484,04/01/2015,FALSE,M20
A484,04/01/2015,FALSE,M69
A484,04/01/2015,FALSE,M79
A484,04/01/2015,FALSE,M69
A485,04/01/2015,FALSE,M44
A485,04/01/2015,FALSE,M1
A486,04/01/2015,FALSE,M88
A486,04/01/2015,FALSE,M22
A487,04/01/2015,FALSE,M73
A487,04/01/2015,FALSE,M21
A487,04/01/2015,TRUE,M75
A488,04/01/2015,FALSE,M10
A488,04/01/2015,FALSE,M80
A488,04/01/2015,FALSE,M37
A489,04/01/2015,FALSE,M12
A489,04/01/2015,FALSE,M53
A489,04/01/2015,FALSE,M91
A489,04/01/2015,FALSE,M2
A490,04/01/2015,FALSE,M6
A490,04/01/2015,FALSE,M57
A490,04/01/2015,FALSE,M53
A490,04/01/2015,FALSE,M47
A491,04/01/2015,FALSE,M66
A491,04/01/2015,FALSE,M72
A491,04/01/2015,FALSE,M72
A491,04/01/2015,FALSE,M77
A492,04/01/2015,FALSE,M92
A493,04/01/2015,FALSE,M26
A493,04/01/2015,FALSE,M28
A493,04/01/2015,FALSE,M61
A494,04/01/2015,FALSE,M16
A494,04/01/2015,FALSE,M64
A494,04/01/2015,FALSE,M90
A495,04/01/2015,FALSE,M26
A495,04/01/2015,FALSE,M19
A495,04/01/2015,FALSE,M38
A496,04/01/2015,FALSE,M65
A496,04/01/2015,FALSE,M34
A496,04/01/2015,FALSE,M22
A496,04/01/2015,FALSE,M39
A496,04/01/2015,FALSE,M88
A497,04/01/2015,FALSE,M42
A497,04/01/2015,FALSE,M91
A498,04/01/2015,FALSE,M61
A498,04/01/2015,FALSE,M40
A498,04/01/2015,FALSE,M3
A498,04/01/2015,FALSE,M41
A498,04/01/2015,FALSE,M5
A499,04/01/2015,FALSE,M71
A499,04/01/2015,FALSE,M88
A499,04/01/2015,FALSE,M11
A500,04/01/2015,FALSE,M3
A500,04/01/2015,FALSE,M73
A501,04/01/2015,FALSE,M98
A501,04/01/2015,FALSE,M67
A501,04/01/2015,FALSE,M16
A501,04/01/2015,FALSE,M49
A502,04/01/2015,FALSE,M52
A502,04/01/2015,FALSE,M33
A502,04/01/2015,FALSE,M17
A503,04/01/2015,FALSE,M85
A503,04/01/2015,FALSE,M92
A503,04/01/2015,FALSE,M63
A503,04/01/2015,FALSE,M1
A503,04/01/2015,FALSE,M82
A504,04/01/2015,FALSE,M88
A504,04/01/2015,FALSE,M89
A505,04/01/2015,FALSE,M38
A505,04/01/2015,FALSE,M97
A505,04/01/2015,FALSE,M47
A505,04/01/2015,FALSE,M64
A505,04/01/2015,FALSE,M30
A505,04/01/2015,FALSE,M93
A506,04/01/2015,FALSE,M66
A506,04/01/2015,FALSE,M74
A506,04/01/2015,FALSE,M91
A507,04/01/2015,FALSE,M69
A507,04/01/2015,FALSE,M80
A507,04/01/2015,FALSE,M39
A507,04/01/2015,FALSE,M39
A507,04/01/2015,FALSE,M10
A507,04/01/2015,FALSE,M39
A507,04/01/2015,FALSE,M87
A507,04/01/2015,FALSE,M16
A508,04/01/2015,FALSE,M60
A509,04/01/2015,FALSE,M71
A509,04/01/2015,FALSE,M25
A509,04/01/2015,FALSE,M39
A509,04/01/2015,FALSE,M33
A510,04/01/2015,FALSE,M85
A510,04/01/2015,FALSE,M50
A512,04/01/2015,FALSE,M50
A512,04/01/2015,FALSE,M44
A512,04/01/2015,FALSE,M45
A513,04/01/2015,FALSE,M45
A513,04/01/2015,FALSE,M89
A514,04/01/2015,FALSE,M34
A515,04/01/2015,FALSE,M55
A515,04/01/2015,FALSE,M53
A515,04/01/2015,FALSE,M33
A515,04/01/2015,FALSE,M22
A516,04/01/2015,FALSE,M88
A516,04/01/2015,FALSE,M24
A517,04/01/2015,FALSE,M42
A517,04/01/2015,FALSE,M76
A517,04/01/2015,FALSE,M22
A517,04/01/2015,FALSE,M20
A517,04/01/2015,FALSE,M39
A518,04/01/2015,FALSE,M96
A518,04/01/2015,FALSE,M50
A518,04/01/2015,FALSE,M91
A519,04/01/2015,FALSE,M24
A519,04/01/2015,FALSE,M7
A519,04/01/2015,FALSE,M73
A520,04/01/2015,FALSE,M98
A520,04/01/2015,FALSE,M1
A520,04/01/2015,FALSE,M95
A520,04/01/2015,FALSE,M40
A521,04/01/2015,FALSE,M0
A521,04/01/2015,FALSE,M88
A521,04/01/2015,FALSE,M28
A521,04/01/2015,FALSE,M9
A522,04/01/2015,FALSE,M83
A522,04/01/2015,FALSE,M16
A523,04/01/2015,FALSE,M2
A523,04/01/2015,FALSE,M55
A523,04/01/2015,FALSE,M32
A524,04/01/2015,FALSE,M30
A524,04/01/2015,FALSE,M92
A524,04/01/2015,FALSE,M17
A524,04/01/2015,FALSE,M4
A525,04/01/2015,FALSE,M46
A525,04/01/2015,TRUE,M37
A525,04/01/2015,FALSE,M99
A525,04/01/2015,FALSE,M27
A525,04/01/2015,FALSE,M58
A526,04/01/2015,FALSE,M42
A526,04/01/2015,FALSE,M56
A527,04/01/2015,FALSE,M92
A527,04/01/2015,FALSE,M97
A527,04/01/2015,FALSE,M23
A527,04/01/2015,FALSE,M75
A527,04/01/2015,FALSE,M69
A528,04/01/2015,FALSE,M90
A528,04/01/2015,FALSE,M44
A528,04/01/2015,FALSE,M34
A529,04/01/2015,FALSE,M77
A529,04/01/2015,FALSE,M67
A529,04/01/2015,FALSE,M35
A529,04/01/2015,FALSE,M60
A530,04/01/2015,FALSE,M78
A531,04/01/2015,FALSE,M81
A531,04/01/2015,FALSE,M11
A531,04/01/2015,FALSE,M69
A531,04/01/2015,FALSE,M70
A532,04/01/2015,FALSE,M37
A532,04/01/2015,FALSE,M81
A532,04/01/2015,FALSE,M66
A532,04/01/2015,FALSE,M32
A533,04/01/2015,FALSE,M45
A534,04/01/2015,FALSE,M41
A534,04/01/2015,FALSE,M66
A534,04/01/2015,FALSE,M39
A535,04/01/2015,FALSE,M69
A535,04/01/2015,FALSE,M42
A535,04/01/2015,FALSE,M29
A536,04/01/2015,FALSE,M80
A536,04/01/2015,FALSE,M13
A537,04/01/2015,FALSE,M21
A537,04/01/2015,FALSE,M91
A537,04/01/2015,FALSE,M34
A538,04/01/2015,FALSE,M14
A539,04/01/2015,FALSE,M64
A540,04/01/2015,FALSE,M99
A540,04/01/2015,FALSE,M46
A540,04/01/2015,FALSE,M25
A540,04/01/2015,FALSE,M6
A540,04/01/2015,FALSE,M58
A540,04/01/2015,FALSE,M78
A541,04/01/2015,FALSE,M28
A541,04/01/2015,FALSE,M21
A542,04/01/2015,FALSE,M34
A542,04/01/2015,FALSE,M56
A543,04/01/2015,FALSE,M23
A544,04/01/2015,FALSE,M0
A544,04/01/2015,FALSE,M50
A544,04/01/2015,FALSE,M91
A544,04/01/2015,FALSE,M28
A545,04/01/2015,FALSE,M77
A545,04/01/2015,FALSE,M88
A545,04/01/2015,FALSE,M50
A546,04/01/2015,FALSE,M14
A546,04/01/2015,FALSE,M57
A546,04/01/2015,FALSE,M83
A547,04/01/2015,FALSE,M95
A547,04/01/2015,FALSE,M26
A547,04/01/2015,FALSE,M85
A547,04/01/2015,FALSE,M91
A548,04/01/2015,FALSE,M59
A549,04/01/2015,FALSE,M53
A549,04/01/2015,FALSE,M85
A550,04/01/2015,FALSE,M93
A550,04/01/2015,FALSE,M9
A550,04/01/2015,FALSE,M6
A550,04/01/2015,FALSE,M28
A550,04/01/2015,FALSE,M31
A550,04/01/2015,FALSE,M60
A550,04/01/2015,FALSE,M14
A551,04/01/2015,FALSE,M70
A551,04/01/2015,FALSE,M83
A552,04/01/2015,FALSE,M60
A552,04/01/2015,FALSE,M13
A552,04/01/2015,FALSE,M27
A552,04/01/2015,FALSE,M44
A553,04/01/2015,FALSE,M96
A553,04/01/2015,FALSE,M68
A553,04/01/2015,FALSE,M85
A553,04/01/2015,FALSE,M19
A553,04/01/2015,FALSE,M99
A554,04/01/2015,FALSE,M11
A554,04/01/2015,FALSE,M97
A554,04/01/2015,FALSE,M46
A554,04/01/2015,FALSE,M26
A556,04/01/2015,FALSE,M14
A556,04/01/2015,FALSE,M15
A556,04/01/2015,FALSE,M31
A556,04/01/2015,FALSE,M36
A557,04/01/2015,FALSE,M56
A557,04/01/2015,FALSE,M48
A557,04/01/2015,FALSE,M2
A557,04/01/2015,FALSE,M57
A557,04/01/2015,FALSE,M74
A557,04/01/2015,FALSE,M62
A557,04/01/2015,FALSE,M82
A557,04/01/2015,FALSE,M18
A558,04/01/2015,FALSE,M78
A558,04/01/2015,FALSE,M90
A558,04/01/2015,FALSE,M38
A558,04/01/2015,FALSE,M86
A558,04/01/2015,FALSE,M5
A558,04/01/2015,FALSE,M29
A558,04/01/2015,FALSE,M60
A559,04/01/2015,FALSE,M99
A559,04/01/2015,FALSE,M1
A559,04/01/2015,FALSE,M15
A559,04/01/2015,FALSE,M70
A559,04/01/2015,FALSE,M31
A559,04/01/2015,FALSE,M21
A560,04/01/2015,FALSE,M4
A560,04/01/2015,FALSE,M94
A560,04/01/2015,FALSE,M11
A561,04/01/2015,FALSE,M69
A562,04/01/2015,FALSE,M26
A562,04/01/2015,FALSE,M48
A562,04/01/2015,FALSE,M91
A562,04/01/2015,FALSE,M43
A563,04/01/2015,FALSE,M47
A563,04/01/2015,FALSE,M0
A563,04/01/2015,FALSE,M81
A563,04/01/2015,FALSE,M59
A564,04/01/2015,FALSE,M17
A564,04/01/2015,FALSE,M27
A564,04/01/2015,FALSE,M27
A564,04/01/2015,FALSE,M32
A564,04/01/2015,FALSE,M1
A564,04/01/2015,FALSE,M50
A565,04/01/2015,FALSE,M28
A565,04/01/2015,FALSE,M53
A566,04/01/2015,FALSE,M66
A566,04/01/2015,FALSE,M22
A566,04/01/2015,FALSE,M98
A567,04/01/2015,FALSE,M24
A567,04/01/2015,FALSE,M84
A567,04/01/2015,FALSE,M47
A569,04/01/2015,FALSE,M50
A570,04/01/2015,FALSE,M38
A570,04/01/2015,FALSE,M90
A571,04/01/2015,FALSE,M50
A571,04/01/2015,FALSE,M61
A571,04/01/2015,FALSE,M57
A571,04/01/2015,FALSE,M77
A572,04/01/2015,FALSE,M62
A572,04/01/2015,FALSE,M59
A573,04/01/2015,FALSE,M13
A573,04/01/2015,FALSE,M90
A574,04/01/2015,FALSE,M32
A574,04/01/2015,FALSE,M53
A576,04/01/2015,FALSE,M89
A576,04/01/2015,FALSE,M1
A576,04/01/2015,FALSE,M52
A576,04/01/2015,FALSE,M41
A577,04/01/2015,FALSE,M88
A577,04/01/2015,FALSE,M51
A577,04/01/2015,FALSE,M80
A578,04/01/2015,FALSE,M38
A578,04/01/2015,FALSE,M13
A578,04/01/2015,FALSE,M22
A579,04/01/2015,FALSE,M59
A579,04/01/2015,FALSE,M65
A579,04/01/2015,FALSE,M12
A579,04/01/2015,FALSE,M96
A580,04/01/2015,FALSE,M31
A581,04/01/2015,FALSE,M93
A581,04/01/2015,FALSE,M11
A582,04/01/2015,FALSE,M89
A582,04/01/2015,FALSE,M8
A583,04/01/2015,FALSE,M63
A584,04/01/2015,FALSE,M17
A584,04/01/2015,FALSE,M68
A584,04/01/2015,FALSE,M61
A585,04/01/2015,FALSE,M62
A585,04/01/2015,FALSE,M91
A585,04/01/2015,FALSE,M51
A585,04/01/2015,FALSE,M38
A585,04/01/2015,FALSE,M66
A586,04/01/2015,FALSE,M32
A586,04/01/2015,FALSE,M35
A586,04/01/2015,FALSE,M82
A586,04/01/2015,FALSE,M45
A587,04/01/2015,FALSE,M71
A587,04/01/2015,FALSE,M59
A587,04/01/2015,FALSE,M42
A587,04/01/2015,FALSE,M64
A588,04/01/2015,FALSE,M73
A588,04/01/2015,FALSE,M67
A588,04/01/2015,FALSE,M66
A588,04/01/2015,FALSE,M44
A588,04/01/2015,FALSE,M39
A589,04/01/2015,FALSE,M81
A589,04/01/2015,FALSE,M23
A589,04/01/2015,FALSE,M53
A589,04/01/2015,FALSE,M55
A589,04/01/2015,FALSE,M41
A589,04/01/2015,FALSE,M4
A589,04/01/2015,FALSE,M95
A590,04/01/2015,FALSE,M64
A590,04/01/2015,FALSE,M44
A590,04/01/2015,FALSE,M51
A590,04/01/2015,FALSE,M91
A590,04/01/2015,FALSE,M98
A591,04/01/2015,FALSE,M16
A591,04/01/2015,FALSE,M82
A591,04/01/2015,FALSE,M80
A592,04/01/2015,FALSE,M72
A592,04/01/2015,FALSE,M13
A592,04/01/2015,FALSE,M23
A592,04/01/2015,FALSE,M69
A592,04/01/2015,FALSE,M50
A592,04/01/2015,FALSE,M1
A593,04/01/2015,FALSE,M68
